area_code,cell_code,X,Y,Z,Status
D1,03-14-01-L1,7,6,1,enable
D1,03-14-01-L2,7,6,2,enable
D1,03-14-01-LS,7,6,3,enable
D1,03-15-01-L1,8,5,1,enable
D1,03-15-01-L2,8,5,2,enable
D1,03-15-01-LS,8,5,3,enable
D1,03-16-01-L1,8,6,1,enable
D1,03-16-01-L2,8,6,2,enable
D1,03-16-01-LS,8,6,3,enable
D1,03-17-01-L1,9,5,1,enable
D1,03-17-01-L2,9,5,2,enable
D1,03-17-01-LS,9,5,3,enable
D1,03-18-01-L1,9,6,1,enable
D1,03-18-01-L2,9,6,2,enable
D1,03-18-01-LS,9,6,3,enable
D1,03-19-01-L1,10,5,1,enable
D1,03-19-01-L2,10,5,2,enable
D1,03-19-01-LS,10,5,3,enable
D1,03-20-01-L1,10,6,1,enable
D1,03-20-01-L2,10,6,2,enable
D1,03-20-01-LS,10,6,3,enable
D1,03-21-01-L1,11,5,1,enable
D1,03-21-01-L2,11,5,2,enable
D1,03-21-01-LS,11,5,3,enable
D1,03-22-01-L1,11,6,1,enable
D1,03-22-01-L2,11,6,2,enable
D1,03-22-01-LS,11,6,3,enable
D1,03-23-01-L1,12,5,1,enable
D1,03-23-01-L2,12,5,2,enable
D1,03-23-01-LS,12,5,3,enable
D1,03-24-01-L1,12,6,1,enable
D1,03-24-01-L2,12,6,2,enable
D1,03-24-01-LS,12,6,3,enable
D1,03-25-01-L1,13,5,1,enable
D1,03-25-01-L2,13,5,2,enable
D1,03-25-01-LS,13,5,3,enable
D1,03-26-01-L1,13,6,1,enable
D1,03-26-01-L2,13,6,2,enable
D1,03-26-01-LS,13,6,3,enable
D1,03-27-01-L1,14,5,1,enable
D1,03-27-01-L2,14,5,2,enable
D1,03-27-01-LS,14,5,3,enable
D1,03-28-01-L1,14,6,1,enable
D1,03-28-01-L2,14,6,2,enable
D1,03-28-01-LS,14,6,3,enable
D1,03-29-01-L1,15,5,1,enable
D1,03-29-01-L2,15,5,2,enable
D1,03-29-01-LS,15,5,3,enable
D1,03-30-01-L1,15,6,1,enable
D1,03-30-01-L2,15,6,2,enable
D1,03-30-01-LS,15,6,3,enable
D1,03-31-01-L1,16,5,1,enable
D1,03-31-01-L2,16,5,2,enable
D1,03-31-01-LS,16,5,3,enable
D1,03-32-01-L1,16,6,1,enable
D1,03-32-01-L2,16,6,2,enable
D1,03-32-01-LS,16,6,3,enable
D1,03-33-01-L1,17,5,1,enable
D1,03-33-01-L2,17,5,2,enable
D1,03-33-01-LS,17,5,3,enable
D1,03-34-01-L1,17,6,1,enable
D1,03-34-01-L2,17,6,2,enable
D1,03-34-01-LS,17,6,3,enable
D1,03-35-01-L1,18,5,1,enable
D1,03-35-01-L2,18,5,2,enable
D1,03-35-01-LS,18,5,3,enable
D1,03-36-01-L1,18,6,1,enable
D1,03-36-01-L2,18,6,2,enable
D1,03-36-01-LS,18,6,3,enable
D1,03-37-01-L1,19,5,1,enable
D1,03-37-01-L2,19,5,2,enable
D1,03-37-01-LS,19,5,3,enable
D1,03-38-01-L1,19,6,1,enable
D1,03-38-01-L2,19,6,2,enable
D1,03-38-01-LS,19,6,3,enable
D1,03-39-01-L1,20,5,1,enable
D1,03-39-01-L2,20,5,2,enable
D1,03-39-01-LS,20,5,3,enable
D1,03-40-01-L1,20,6,1,enable
D1,03-40-01-L2,20,6,2,enable
D1,03-40-01-LS,20,6,3,enable
D1,03-41-01-L1,21,5,1,enable
D1,03-41-01-L2,21,5,2,enable
D1,03-41-01-LS,21,5,3,enable
D1,03-42-01-L1,21,6,1,enable
D1,03-42-01-L2,21,6,2,enable
D1,03-42-01-LS,21,6,3,enable
D1,03-43-01-L1,22,5,1,enable
D1,03-43-01-L2,22,5,2,enable
D1,03-43-01-LS,22,5,3,enable
D1,03-44-01-L1,22,6,1,enable
D1,03-44-01-L2,22,6,2,enable
D1,03-44-01-LS,22,6,3,enable
D1,03-45-01-L1,23,5,1,enable
D1,03-45-01-L2,23,5,2,enable
D1,03-45-01-LS,23,5,3,enable
D1,03-46-01-L1,23,6,1,enable
D1,03-46-01-L2,23,6,2,enable
D1,03-46-01-LS,23,6,3,enable
D1,03-47-01-L1,24,5,1,enable
D1,03-47-01-L2,24,5,2,enable
D1,03-47-01-LS,24,5,3,enable
D1,03-48-01-L1,24,6,1,enable
D1,03-48-01-L2,24,6,2,enable
D1,03-48-01-LS,24,6,3,enable
D1,03-49-01-L1,25,5,1,enable
D1,03-49-01-L2,25,5,2,enable
D1,03-49-01-LS,25,5,3,enable
D1,03-50-01-L1,25,6,1,enable
D1,03-50-01-L2,25,6,2,enable
D1,03-50-01-LS,25,6,3,enable
D1,03-51-01-L1,26,5,1,enable
D1,03-51-01-L2,26,5,2,enable
D1,03-51-01-LS,26,5,3,enable
D1,03-52-01-L1,26,6,1,enable
D1,03-52-01-L2,26,6,2,enable
D1,03-52-01-LS,26,6,3,enable
D1,03-53-01-L1,27,5,1,enable
D1,03-53-01-L2,27,5,2,enable
D1,03-53-01-LS,27,5,3,enable
D1,03-54-01-L1,27,6,1,enable
D1,03-54-01-L2,27,6,2,enable
D1,03-54-01-LS,27,6,3,enable
D1,03-55-01-L1,28,5,1,enable
D1,03-55-01-L2,28,5,2,enable
D1,03-55-01-LS,28,5,3,enable
D1,03-56-01-L1,28,6,1,enable
D1,03-56-01-L2,28,6,2,enable
D1,03-56-01-LS,28,6,3,enable
D17,17-01-01-L1,1,1,1,enable
D17,17-01-01-L2,1,1,2,enable
D17,17-01-01-LS,1,1,3,enable
D17,17-02-01-L1,1,2,1,enable
D17,17-02-01-L2,1,2,2,enable
D17,17-02-01-LS,1,2,3,enable
D17,17-03-01-L1,2,1,1,enable
D17,17-03-01-L2,2,1,2,enable
D17,17-03-01-LS,2,1,3,enable
D17,17-04-01-L1,2,2,1,enable
D17,17-04-01-L2,2,2,2,enable
D17,17-04-01-LS,2,2,3,enable
D17,17-05-01-L1,3,1,1,enable
D17,17-05-01-L2,3,1,2,enable
D17,17-05-01-LS,3,1,3,enable
D17,17-06-01-L1,3,2,1,enable
D17,17-06-01-L2,3,2,2,enable
D17,17-06-01-LS,3,2,3,enable
D17,17-07-01-L1,4,1,1,enable
D17,17-07-01-L2,4,1,2,enable
D17,17-07-01-LS,4,1,3,enable
D17,17-08-01-L1,4,2,1,enable
D17,17-08-01-L2,4,2,2,enable
D17,17-08-01-LS,4,2,3,enable
D17,17-09-01-L1,5,1,1,enable
D17,17-09-01-L2,5,1,2,enable
D17,17-09-01-LS,5,1,3,enable
D17,17-10-01-L1,5,2,1,enable
D17,17-10-01-L2,5,2,2,enable
D17,17-10-01-LS,5,2,3,enable
D17,17-11-01-L1,6,1,1,enable
D17,17-11-01-L2,6,1,2,enable
D17,17-11-01-LS,6,1,3,enable
D17,17-12-01-L1,6,2,1,enable
D17,17-12-01-L2,6,2,2,enable
D17,17-12-01-LS,6,2,3,enable
D17,17-13-01-L1,7,1,1,enable
D17,17-13-01-L2,7,1,2,enable
D17,17-13-01-LS,7,1,3,enable
D17,17-14-01-L1,7,2,1,enable
D17,17-14-01-L2,7,2,2,enable
D17,17-14-01-LS,7,2,3,enable
D17,17-15-01-L1,8,1,1,enable
D17,17-15-01-L2,8,1,2,enable
D17,17-15-01-LS,8,1,3,enable
D17,17-16-01-L1,8,2,1,enable
D17,17-16-01-L2,8,2,2,enable
D17,17-16-01-LS,8,2,3,enable
D17,17-17-01-L1,9,1,1,enable
D17,17-17-01-L2,9,1,2,enable
D17,17-17-01-LS,9,1,3,enable
D17,17-18-01-L1,9,2,1,enable
D17,17-18-01-L2,9,2,2,enable
D17,17-18-01-LS,9,2,3,enable
D17,17-19-01-L1,10,1,1,enable
D17,17-19-01-L2,10,1,2,enable
D17,17-19-01-LS,10,1,3,enable
D17,17-20-01-L1,10,2,1,enable
D17,17-20-01-L2,10,2,2,enable
D17,17-20-01-LS,10,2,3,enable
D17,17-21-01-L1,11,1,1,enable
D17,17-21-01-L2,11,1,2,enable
D17,17-21-01-LS,11,1,3,enable
D17,17-22-01-L1,11,2,1,enable
D17,17-22-01-L2,11,2,2,enable
D17,17-22-01-LS,11,2,3,enable
D17,17-23-01-L1,12,1,1,enable
D17,17-23-01-L2,12,1,2,enable
D17,17-23-01-LS,12,1,3,enable
D17,17-24-01-L1,12,2,1,enable
D17,17-24-01-L2,12,2,2,enable
D17,17-24-01-LS,12,2,3,enable
D17,17-25-01-L1,13,1,1,enable
D17,17-25-01-L2,13,1,2,enable
D17,17-25-01-LS,13,1,3,enable
D17,17-26-01-L1,13,2,1,enable
D17,17-26-01-L2,13,2,2,enable
D17,17-26-01-LS,13,2,3,enable
D17,17-27-01-L1,14,1,1,enable
D17,17-27-01-L2,14,1,2,enable
D17,17-27-01-LS,14,1,3,enable
D17,17-28-01-L1,14,2,1,enable
D17,17-28-01-L2,14,2,2,enable
D17,17-28-01-LS,14,2,3,enable
D17,17-29-01-L1,15,1,1,enable
D17,17-29-01-L2,15,1,2,enable
D17,17-29-01-LS,15,1,3,enable
D17,17-30-01-L1,15,2,1,enable
D17,17-30-01-L2,15,2,2,enable
D17,17-30-01-LS,15,2,3,enable
D17,17-31-01-L1,16,1,1,enable
D17,17-31-01-L2,16,1,2,enable
D17,17-31-01-LS,16,1,3,enable
D17,17-32-01-L1,16,2,1,enable
D17,17-32-01-L2,16,2,2,enable
D17,17-32-01-LS,16,2,3,enable
D17,17-33-01-L1,17,1,1,enable
D17,17-33-01-L2,17,1,2,enable
D17,17-33-01-LS,17,1,3,enable
D17,17-34-01-L1,17,2,1,enable
D17,17-34-01-L2,17,2,2,enable
D17,17-34-01-LS,17,2,3,enable
D17,17-35-01-L1,18,1,1,enable
D17,17-35-01-L2,18,1,2,enable
D17,17-35-01-LS,18,1,3,enable
D17,17-36-01-L1,18,2,1,enable
D17,17-36-01-L2,18,2,2,enable
D17,17-36-01-LS,18,2,3,enable
D17,17-37-01-L1,19,1,1,enable
D17,17-37-01-L2,19,1,2,enable
D17,17-37-01-LS,19,1,3,enable
D17,17-38-01-L1,19,2,1,enable
D17,17-38-01-L2,19,2,2,enable
D17,17-38-01-LS,19,2,3,enable
D17,17-39-01-L1,20,1,1,enable
D17,17-39-01-L2,20,1,2,enable
D17,17-39-01-LS,20,1,3,enable
D17,17-40-01-L1,20,2,1,enable
D17,17-40-01-L2,20,2,2,enable
D17,17-40-01-LS,20,2,3,enable
D17,17-41-01-L1,21,1,1,enable
D17,17-41-01-L2,21,1,2,enable
D17,17-41-01-LS,21,1,3,enable
D17,17-42-01-L1,21,2,1,enable
D17,17-42-01-L2,21,2,2,enable
D17,17-42-01-LS,21,2,3,enable
D17,17-43-01-L1,22,1,1,enable
D17,17-43-01-L2,22,1,2,enable
D17,17-43-01-LS,22,1,3,enable
D17,17-44-01-L1,22,2,1,enable
D17,17-44-01-L2,22,2,2,enable
D17,17-44-01-LS,22,2,3,enable
D17,17-45-01-L1,23,1,1,enable
D17,17-45-01-L2,23,1,2,enable
D17,17-45-01-LS,23,1,3,enable
D17,17-46-01-L1,23,2,1,enable
D17,17-46-01-L2,23,2,2,enable
D17,17-46-01-LS,23,2,3,enable
D17,18-04-01-L1,2,4,1,enable
D17,18-04-01-L2,2,4,2,enable
D17,18-04-01-LS,2,4,3,enable
D17,18-06-01-L1,3,4,1,enable
D17,18-06-01-L2,3,4,2,enable
D17,18-06-01-LS,3,4,3,enable
D17,18-08-01-L1,4,4,1,enable
D17,18-08-01-L2,4,4,2,enable
D17,18-08-01-LS,4,4,3,enable
D17,18-10-01-L1,5,4,1,enable
D17,18-10-01-L2,5,4,2,enable
D17,18-10-01-LS,5,4,3,enable
D17,18-12-01-L1,6,4,1,enable
D17,18-12-01-L2,6,4,2,enable
D17,18-12-01-LS,6,4,3,enable
D17,18-13-01-L1,7,3,1,enable
D17,18-13-01-L2,7,3,2,enable
D17,18-14-01-L1,7,4,1,enable
D17,18-14-01-L2,7,4,2,enable
D17,18-14-01-LS,7,4,3,enable
D17,18-15-01-L1,8,3,1,enable
D17,18-15-01-L2,8,3,2,enable
D17,18-16-01-L1,8,4,1,enable
D17,18-16-01-L2,8,4,2,enable
D17,18-16-01-LS,8,4,3,enable
D17,18-17-01-L1,9,3,1,enable
D17,18-17-01-L2,9,3,2,enable
D17,18-18-01-L1,9,4,1,enable
D17,18-18-01-L2,9,4,2,enable
D17,18-18-01-LS,9,4,3,enable
D17,18-19-01-L1,10,3,1,enable
D17,18-19-01-L2,10,3,2,enable
D17,18-20-01-L1,10,4,1,enable
D17,18-20-01-L2,10,4,2,enable
D17,18-20-01-LS,10,4,3,enable
D17,18-21-01-L1,11,3,1,enable
D17,18-21-01-L2,11,3,2,enable
D17,18-22-01-L1,11,4,1,enable
D17,18-22-01-L2,11,4,2,enable
D17,18-22-01-LS,11,4,3,enable
D17,18-23-01-L1,12,3,1,enable
D17,18-23-01-L2,12,3,2,enable
D17,18-24-01-L1,12,4,1,enable
D17,18-24-01-L2,12,4,2,enable
D17,18-24-01-LS,12,4,3,enable
D17,18-25-01-L1,13,3,1,enable
D17,18-25-01-L2,13,3,2,enable
D17,18-26-01-L1,13,4,1,enable
D17,18-26-01-L2,13,4,2,enable
D17,18-26-01-LS,13,4,3,enable
D17,18-27-01-L1,14,3,1,enable
D17,18-27-01-L2,14,3,2,enable
D17,18-28-01-L1,14,4,1,enable
D17,18-28-01-L2,14,4,2,enable
D17,18-28-01-LS,14,4,3,enable
D17,18-29-01-L1,15,3,1,enable
D17,18-29-01-L2,15,3,2,enable
D17,18-30-01-L1,15,4,1,enable
D17,18-30-01-L2,15,4,2,enable
D17,18-30-01-LS,15,4,3,enable
D17,18-31-01-L1,16,3,1,enable
D17,18-31-01-L2,16,3,2,enable
D17,18-32-01-L1,16,4,1,enable
D17,18-32-01-L2,16,4,2,enable
D17,18-32-01-LS,16,4,3,enable
D17,18-33-01-L1,17,3,1,enable
D17,18-33-01-L2,17,3,2,enable
D17,18-34-01-L1,17,4,1,enable
D17,18-34-01-L2,17,4,2,enable
D17,18-34-01-LS,17,4,3,enable
D17,18-35-01-L1,18,3,1,enable
D17,18-35-01-L2,18,3,2,enable
D17,18-36-01-L1,18,4,1,enable
D17,18-36-01-L2,18,4,2,enable
D17,18-36-01-LS,18,4,3,enable
D17,18-37-01-L1,19,3,1,enable
D17,18-37-01-L2,19,3,2,enable
D17,18-38-01-L1,19,4,1,enable
D17,18-38-01-L2,19,4,2,enable
D17,18-38-01-LS,19,4,3,enable
D17,18-39-01-L1,20,3,1,enable
D17,18-39-01-L2,20,3,2,enable
D17,18-39-01-LS,20,3,3,enable
D17,18-40-01-L1,20,4,1,enable
D17,18-40-01-L2,20,4,2,enable
D17,18-40-01-LS,20,4,3,enable
D17,18-41-01-L1,21,3,1,enable
D17,18-41-01-LS,21,3,2,enable
D17,18-42-01-L1,21,4,1,enable
D17,18-42-01-L2,21,4,2,enable
D17,18-42-01-LS,21,4,3,enable
D17,18-43-01-L1,22,3,1,enable
D17,18-43-01-LS,22,3,2,enable
D17,18-44-01-L1,22,4,1,enable
D17,18-44-01-L2,22,4,2,enable
D17,18-44-01-LS,22,4,3,enable
D17,18-45-01-L1,23,3,1,enable
D17,18-46-01-L1,23,4,1,enable
D17,18-46-01-L2,23,4,2,enable
D17,18-46-01-LS,23,4,3,enable
D17,19-01-01-L1,1,5,1,enable
D17,19-01-01-L2,1,5,2,enable
D17,19-01-01-LS,1,5,3,enable
D17,19-01-03-L2,1,5,4,enable
D17,19-01-04-L2,1,5,5,enable
D17,19-02-01-L1,1,6,1,enable
D17,19-02-01-L2,1,6,2,enable
D17,19-02-01-LS,1,6,3,enable
D17,19-02-03-L2,1,6,4,enable
D17,19-02-04-L2,1,6,5,enable
D17,19-03-01-L1,2,5,1,enable
D17,19-03-01-L2,2,5,2,enable
D17,19-03-01-LS,2,5,3,enable
D17,19-03-03-L2,2,5,4,enable
D17,19-03-04-L2,2,5,5,enable
D17,19-04-01-L1,2,6,1,enable
D17,19-04-01-L2,2,6,2,enable
D17,19-04-01-LS,2,6,3,enable
D17,19-04-03-L2,2,6,4,enable
D17,19-04-04-L2,2,6,5,enable
D17,19-05-01-L1,3,5,1,enable
D17,19-05-01-L2,3,5,2,enable
D17,19-05-01-LS,3,5,3,enable
D17,19-05-03-L2,3,5,4,enable
D17,19-05-04-L2,3,5,5,enable
D17,19-06-01-L1,3,6,1,enable
D17,19-06-01-L2,3,6,2,enable
D17,19-06-01-LS,3,6,3,enable
D17,19-06-03-L2,3,6,4,enable
D17,19-06-04-L2,3,6,5,enable
D17,19-07-01-L1,4,5,1,enable
D17,19-07-01-L2,4,5,2,enable
D17,19-07-01-LS,4,5,3,enable
D17,19-07-03-L2,4,5,4,enable
D17,19-07-04-L2,4,5,5,enable
D17,19-08-01-L1,4,6,1,enable
D17,19-08-01-L2,4,6,2,enable
D17,19-08-01-LS,4,6,3,enable
D17,19-08-03-L2,4,6,4,enable
D17,19-08-04-L2,4,6,5,enable
D17,19-09-01-L1,5,5,1,enable
D17,19-09-01-L2,5,5,2,enable
D17,19-09-01-LS,5,5,3,enable
D17,19-09-03-L2,5,5,4,enable
D17,19-09-04-L2,5,5,5,enable
D17,19-10-01-L1,5,6,1,enable
D17,19-10-01-L2,5,6,2,enable
D17,19-10-01-LS,5,6,3,enable
D17,19-10-03-L2,5,6,4,enable
D17,19-10-04-L2,5,6,5,enable
D17,19-11-01-L1,6,5,1,enable
D17,19-11-01-L2,6,5,2,enable
D17,19-11-01-LS,6,5,3,enable
D17,19-11-03-L2,6,5,4,enable
D17,19-11-04-L2,6,5,5,enable
D17,19-12-01-L1,6,6,1,enable
D17,19-12-01-L2,6,6,2,enable
D17,19-12-01-LS,6,6,3,enable
D17,19-12-03-L2,6,6,4,enable
D17,19-12-04-L2,6,6,5,enable
D17,19-13-01-L1,7,5,1,enable
D17,19-13-01-L2,7,5,2,enable
D17,19-13-01-LS,7,5,3,enable
D17,19-13-03-L2,7,5,4,enable
D17,19-13-04-L2,7,5,5,enable
D17,19-14-01-L1,7,6,1,enable
D17,19-14-01-L2,7,6,2,enable
D17,19-14-01-LS,7,6,3,enable
D17,19-14-03-L2,7,6,4,enable
D17,19-14-04-L2,7,6,5,enable
D17,19-15-01-L1,8,5,1,enable
D17,19-15-01-L2,8,5,2,enable
D17,19-15-01-LS,8,5,3,enable
D17,19-15-03-L2,8,5,4,enable
D17,19-15-04-L2,8,5,5,enable
D17,19-16-01-L1,8,6,1,enable
D17,19-16-01-L2,8,6,2,enable
D17,19-16-01-LS,8,6,3,enable
D17,19-16-03-L2,8,6,4,enable
D17,19-16-04-L2,8,6,5,enable
D17,19-17-01-L1,9,5,1,enable
D17,19-17-01-L2,9,5,2,enable
D17,19-17-01-LS,9,5,3,enable
D17,19-17-03-L2,9,5,4,enable
D17,19-17-04-L2,9,5,5,enable
D17,19-18-01-L1,9,6,1,enable
D17,19-18-01-L2,9,6,2,enable
D17,19-18-01-LS,9,6,3,enable
D17,19-18-03-L2,9,6,4,enable
D17,19-18-04-L2,9,6,5,enable
D17,19-19-01-L1,10,5,1,enable
D17,19-19-01-L2,10,5,2,enable
D17,19-19-01-LS,10,5,3,enable
D17,19-19-03-L2,10,5,4,enable
D17,19-19-04-L2,10,5,5,enable
D17,19-20-01-L1,10,6,1,enable
D17,19-20-01-L2,10,6,2,enable
D17,19-20-01-LS,10,6,3,enable
D17,19-20-03-L2,10,6,4,enable
D17,19-20-04-L2,10,6,5,enable
D17,19-21-01-L1,11,5,1,enable
D17,19-21-01-L2,11,5,2,enable
D17,19-21-01-LS,11,5,3,enable
D17,19-21-03-L2,11,5,4,enable
D17,19-21-04-L2,11,5,5,enable
D17,19-22-01-L1,11,6,1,enable
D17,19-22-01-L2,11,6,2,enable
D17,19-22-01-LS,11,6,3,enable
D17,19-22-03-L2,11,6,4,enable
D17,19-22-04-L2,11,6,5,enable
D17,19-23-01-L1,12,5,1,enable
D17,19-23-01-L2,12,5,2,enable
D17,19-23-01-LS,12,5,3,enable
D17,19-23-03-L2,12,5,4,enable
D17,19-23-04-L2,12,5,5,enable
D17,19-24-01-L1,12,6,1,enable
D17,19-24-01-L2,12,6,2,enable
D17,19-24-01-LS,12,6,3,enable
D17,19-24-03-L2,12,6,4,enable
D17,19-24-04-L2,12,6,5,enable
D17,19-25-01-L1,13,5,1,enable
D17,19-25-01-L2,13,5,2,enable
D17,19-25-01-LS,13,5,3,enable
D17,19-25-03-L2,13,5,4,enable
D17,19-25-04-L2,13,5,5,enable
D17,19-26-01-L1,13,6,1,enable
D17,19-26-01-L2,13,6,2,enable
D17,19-26-01-LS,13,6,3,enable
D17,19-26-03-L2,13,6,4,enable
D17,19-26-04-L2,13,6,5,enable
D17,19-27-01-L1,14,5,1,enable
D17,19-27-01-L2,14,5,2,enable
D17,19-27-01-LS,14,5,3,enable
D17,19-27-03-L2,14,5,4,enable
D17,19-27-04-L2,14,5,5,enable
D17,19-28-01-L1,14,6,1,enable
D17,19-28-01-L2,14,6,2,enable
D17,19-28-01-LS,14,6,3,enable
D17,19-28-03-L2,14,6,4,enable
D17,19-28-04-L2,14,6,5,enable
D17,19-29-01-L1,15,5,1,enable
D17,19-29-01-L2,15,5,2,enable
D17,19-29-01-LS,15,5,3,enable
D17,19-29-03-L2,15,5,4,enable
D17,19-29-04-L2,15,5,5,enable
D17,19-30-01-L1,15,6,1,enable
D17,19-30-01-L2,15,6,2,enable
D17,19-30-01-LS,15,6,3,enable
D17,19-30-03-L2,15,6,4,enable
D17,19-30-04-L2,15,6,5,enable
D17,19-31-01-L1,16,5,1,enable
D17,19-31-01-L2,16,5,2,enable
D17,19-31-01-LS,16,5,3,enable
D17,19-31-03-L2,16,5,4,enable
D17,19-31-04-L2,16,5,5,enable
D17,19-32-01-L1,16,6,1,enable
D17,19-32-01-L2,16,6,2,enable
D17,19-32-01-LS,16,6,3,enable
D17,19-32-03-L2,16,6,4,enable
D17,19-32-04-L2,16,6,5,enable
D17,20-01-01-L1,1,7,1,enable
D17,20-02-01-L1,1,8,1,enable
D17,20-02-01-LS,1,8,2,enable
D17,20-03-01-L1,2,7,1,enable
D17,20-04-01-L1,2,8,1,enable
D17,20-04-01-LS,2,8,2,enable
D17,20-05-01-L1,3,7,1,enable
D17,20-06-01-L1,3,8,1,enable
D17,20-06-01-LS,3,8,2,enable
D17,20-07-01-L1,4,7,1,enable
D17,20-08-01-L1,4,8,1,enable
D17,20-08-01-LS,4,8,2,enable
D17,20-09-01-L1,5,7,1,enable
D17,20-10-01-L1,5,8,1,enable
D17,20-10-01-LS,5,8,2,enable
D17,20-11-01-L1,6,7,1,enable
D17,20-12-01-L1,6,8,1,enable
D17,20-12-01-LS,6,8,2,enable
D17,20-13-01-L1,7,7,1,enable
D17,20-14-01-L1,7,8,1,enable
D17,20-14-01-LS,7,8,2,enable
D17,20-15-01-L1,8,7,1,enable
D17,20-16-01-L1,8,8,1,enable
D17,20-16-01-LS,8,8,2,enable
D17,20-17-01-L1,9,7,1,enable
D17,20-18-01-L1,9,8,1,enable
D17,20-18-01-LS,9,8,2,enable
D17,20-19-01-L1,10,7,1,enable
D17,20-20-01-L1,10,8,1,enable
D17,20-20-01-LS,10,8,2,enable
D17,20-21-01-L1,11,7,1,enable
D17,20-22-01-L1,11,8,1,enable
D17,20-22-01-LS,11,8,2,enable
D17,20-23-01-L1,12,7,1,enable
D17,20-24-01-L1,12,8,1,enable
D17,20-24-01-LS,12,8,2,enable
D17,20-25-01-L1,13,7,1,enable
D17,20-26-01-L1,13,8,1,enable
D17,20-26-01-LS,13,8,2,enable
D17,20-27-01-L1,14,7,1,enable
D17,20-28-01-L1,14,8,1,enable
D17,20-28-01-LS,14,8,2,enable
D17,20-29-01-L1,15,7,1,enable
D17,20-30-01-L1,15,8,1,enable
D17,20-30-01-LS,15,8,2,enable
D17,20-31-01-L1,16,7,1,enable
D17,20-32-01-L1,16,8,1,enable
D17,20-32-01-LS,16,8,2,enable
D17,20-33-01-L1,17,7,1,enable
D13,13-01-01-L1,1,1,1,enable
D13,13-01-01-LS,1,1,2,enable
D13,13-02-01-L1,1,2,1,enable
D13,13-03-01-L1,2,1,1,enable
D13,13-03-01-LS,2,1,2,enable
D13,13-04-01-L1,2,2,1,enable
D13,13-05-01-L1,3,1,1,enable
D13,13-05-01-LS,3,1,2,enable
D13,13-06-01-L1,3,2,1,enable
D13,13-07-01-L1,4,1,1,enable
D13,13-07-01-LS,4,1,2,enable
D13,13-08-01-L1,4,2,1,enable
D13,13-09-01-L1,5,1,1,enable
D13,13-09-01-LS,5,1,2,enable
D13,13-10-01-L1,5,2,1,enable
D13,13-11-01-L1,6,1,1,enable
D13,13-11-01-LS,6,1,2,enable
D13,13-12-01-L1,6,2,1,enable
D13,13-13-01-L1,7,1,1,enable
D13,13-13-01-LS,7,1,2,enable
D13,13-14-01-L1,7,2,1,enable
D13,13-15-01-L1,8,1,1,enable
D13,13-15-01-LS,8,1,2,enable
D13,13-16-01-L1,8,2,1,enable
D13,13-17-01-L1,9,1,1,enable
D13,13-17-01-LS,9,1,2,enable
D13,13-18-01-L1,9,2,1,enable
D13,13-19-01-L1,10,1,1,enable
D13,13-19-01-LS,10,1,2,enable
D13,13-20-01-L1,10,2,1,enable
D13,13-21-01-L1,11,1,1,enable
D13,13-21-01-LS,11,1,2,enable
D13,13-22-01-L1,11,2,1,enable
D13,13-23-01-L1,12,1,1,enable
D13,13-23-01-LS,12,1,2,enable
D13,13-24-01-L1,12,2,1,enable
D13,13-25-01-L1,13,1,1,enable
D13,13-25-01-LS,13,1,2,enable
D13,13-26-01-L1,13,2,1,enable
D13,13-27-01-L1,14,1,1,enable
D13,13-27-01-LS,14,1,2,enable
D13,13-28-01-L1,14,2,1,enable
D13,13-29-01-L1,15,1,1,enable
D13,13-29-01-LS,15,1,2,enable
D13,13-30-01-L1,15,2,1,enable
D13,13-31-01-L1,16,1,1,enable
D13,13-31-01-LS,16,1,2,enable
D13,13-32-01-L1,16,2,1,enable
D13,13-33-01-L1,17,1,1,enable
D13,13-33-01-LS,17,1,2,enable
D13,13-34-01-L1,17,2,1,enable
D13,13-35-01-L1,18,1,1,enable
D13,13-35-01-LS,18,1,2,enable
D13,13-36-01-L1,18,2,1,enable
D13,13-37-01-L1,19,1,1,enable
D13,13-37-01-LS,19,1,2,enable
D13,13-38-01-L1,19,2,1,enable
D13,13-39-01-L1,20,1,1,enable
D13,13-39-01-LS,20,1,2,enable
D13,13-40-01-L1,20,2,1,enable
D13,13-41-01-L1,21,1,1,enable
D13,13-41-01-LS,21,1,2,enable
D13,13-42-01-L1,21,2,1,enable
D13,14-01-01-L1,1,3,1,enable
D13,14-01-01-L2,1,3,2,enable
D13,14-01-01-LS,1,3,3,enable
D13,14-02-01-L1,1,4,1,enable
D13,14-02-01-L2,1,4,2,enable
D13,14-02-01-LS,1,4,3,enable
D13,14-03-01-L1,2,3,1,enable
D13,14-03-01-L2,2,3,2,enable
D13,14-03-01-LS,2,3,3,enable
D13,14-04-01-L1,2,4,1,enable
D13,14-04-01-L2,2,4,2,enable
D13,14-04-01-LS,2,4,3,enable
D13,14-05-01-L1,3,3,1,enable
D13,14-05-01-L2,3,3,2,enable
D13,14-05-01-LS,3,3,3,enable
D13,14-06-01-L1,3,4,1,enable
D13,14-06-01-L2,3,4,2,enable
D13,14-06-01-LS,3,4,3,enable
D13,14-07-01-L1,4,3,1,enable
D13,14-07-01-L2,4,3,2,enable
D13,14-07-01-LS,4,3,3,enable
D13,14-08-01-L1,4,4,1,enable
D13,14-08-01-L2,4,4,2,enable
D13,14-08-01-LS,4,4,3,enable
D13,14-09-01-L1,5,3,1,enable
D13,14-09-01-L2,5,3,2,enable
